product_id,ten_san_pham,loai,thanh_phan,quy_cach,cong_dung,trieu_chung,nguyen_nhan,doi_tuong_cay_trong,thoi_diem_xu_ly,huong_dan_su_dung,an_toan_su_dung,gia,url_img
sp99,FULVIC KALI 70%,phan_bon,Fulvic acid: 70%; K2O: 8%; vi lượng dạng chelate,Gói 500g,"Tăng hấp thu phân bón, giải độc phèn mặn nhẹ, kích rễ và xanh lá","Cây vàng lá sinh lý, rễ yếu, hấp thu phân kém sau mưa","Đất phèn, mặn nhẹ, pH bất lợi hoặc rễ bị stress","Lúa, rau màu, cây ăn trái, cà phê, hồ tiêu","Sau mưa lớn, sau bón phân, giai đoạn cây cần phục hồi rễ",Pha 100-200g/phuy 200 lít tưới gốc hoặc 10-15g/bình 16 lít phun lá,Không pha chung với dung dịch quá acid/kiềm; bảo quản kín tránh ẩm,Khoảng 90.000 - 140.000 VNĐ,IMG/sp99
sp100,NPK HỮU CƠ KHOÁNG 5-3-4,phan_bon,Hữu cơ: 30%; N: 5%; P2O5: 3%; K2O: 4%; Humic; vi sinh hữu ích,Bao 25kg,"Cải tạo đất kết hợp bổ sung dinh dưỡng nhẹ, phù hợp canh tác bền vững","Đất bạc màu, cây xanh không bền, rễ kém phát triển","Thiếu hữu cơ lâu dài, đất mất tơi xốp, hệ vi sinh suy giảm","Rau màu, cây ăn trái, hoa, cà phê, hồ tiêu, cây chậu","Bón lót, sau thu hoạch, định kỳ 1-2 tháng/lần",Bón 500-1500kg/ha hoặc 1-5kg/gốc tùy tuổi cây,Bảo quản nơi khô; không trộn trực tiếp với thuốc sát khuẩn/nấm mạnh,Khoảng 120.000 - 190.000 VNĐ/bao,IMG/sp100
sp101,NPK 15-5-20 + TE,phan_bon,"N: 15%; P2O5: 5%; K2O: 20%; MgO: 2%; TE: Zn, B, Mn",Bao 25kg,"Tăng kali giúp nuôi trái, chắc trái, tăng độ ngọt và màu sắc nông sản","Trái lớn chậm, màu nhạt, chất lượng thấp, mép lá già cháy vàng",Thiếu Kali trong giai đoạn nuôi trái hoặc bón nhiều đạm làm mất cân đối dinh dưỡng,"Sầu riêng, xoài, cam quýt, thanh long, cà phê, rau ăn trái","Giai đoạn sau đậu trái, trái phát triển mạnh và trước thu hoạch","Bón gốc 0,5-2kg/gốc tùy tuổi cây; rau màu dùng 200-400kg/ha theo nhu cầu đất",Không bón sát gốc; tưới nước sau bón; không trộn trực tiếp với vôi mới bón,Khoảng 420.000 - 560.000 VNĐ/bao,IMG/sp101
sp102,NPK 12-12-17 + 2MgO,phan_bon,N: 12%; P2O5: 12%; K2O: 17%; MgO: 2%; S: 8%,Bao 50kg,"Dưỡng cây cân đối, tăng cứng cây, hỗ trợ ra hoa và nuôi trái","Cây xanh nhạt, trái nhỏ, cành yếu, lá già dễ vàng",Đất thiếu đa trung lượng hoặc cây bước vào giai đoạn sinh sản cần Kali và Magie,"Cây ăn trái, cà phê, hồ tiêu, cao su, rau màu","Sau thu hoạch, trước ra hoa và giai đoạn trái non","Bón 0,5-2,5kg/gốc cây ăn trái; cây công nghiệp 300-600kg/ha tùy đất",Bảo quản nơi khô ráo; không bón khi đất quá khô nóng,Khoảng 780.000 - 980.000 VNĐ/bao,IMG/sp102
sp103,NPK 13-13-13 + TE,phan_bon,"N: 13%; P2O5: 13%; K2O: 13%; TE: Zn, B, Cu, Fe",Bao 25kg,"Cung cấp NPK cân bằng, giúp cây phục hồi và phát triển đồng đều","Cây còi cọc, lá nhỏ, rễ yếu, ra đọt không đều",Thiếu dinh dưỡng tổng hợp hoặc đất bạc màu sau nhiều vụ canh tác,"Rau màu, lúa, cây ăn trái, hoa kiểng, vườn ươm","Bón lót, bón thúc sau trồng, sau cắt tỉa hoặc sau thu hoạch",Bón 150-400kg/ha; cây chậu dùng 10-30g/chậu tùy kích thước,Tránh để phân dính lá non; đậy kín bao sau khi mở,Khoảng 360.000 - 480.000 VNĐ/bao,IMG/sp103
sp104,NPK 20-10-10 + HUMIC,phan_bon,N: 20%; P2O5: 10%; K2O: 10%; Humic acid: 2%; TE,Bao 25kg,"Thúc đọt, dưỡng lá, kích rễ nhẹ nhờ bổ sung Humic","Lá non ra chậm, cây chậm phục hồi sau thu hoạch, rễ ít lông hút","Cây thiếu đạm, đất chai cứng hoặc bộ rễ hoạt động yếu","Cây ăn trái, rau ăn lá, cà phê, hồ tiêu, hoa kiểng","Sau thu hoạch, sau cắt tỉa, giai đoạn cây cần phục hồi tán","Bón 0,3-1,5kg/gốc; rau màu 150-300kg/ha; kết hợp tưới nước giữ ẩm",Không dùng quá nhiều trước xử lý ra hoa vì có thể làm cây thiên về ra lá,Khoảng 390.000 - 520.000 VNĐ/bao,IMG/sp104
sp105,NPK 7-5-44 SIÊU KALI,phan_bon,N: 7%; P2O5: 5%; K2O: 44%; MgO: 1%; TE,Gói 500g,"Bổ sung Kali cao qua lá, tăng độ đường, chắc trái, giảm nứt trái","Trái mềm, nhạt, chín không đồng đều, vỏ yếu dễ nứt",Thiếu Kali trong giai đoạn cuối nuôi trái hoặc cây gặp mưa nhiều làm rửa trôi dinh dưỡng,"Sầu riêng, xoài, thanh long, dưa hấu, cà chua, ớt",Giai đoạn trái lớn nhanh đến trước thu hoạch 20-30 ngày,Pha 20-30g/bình 16 lít; phun 2-3 lần cách nhau 7-10 ngày,Không phun quá gần thu hoạch khi có phối thuốc BVTV; tránh phun giữa trưa,Khoảng 70.000 - 95.000 VNĐ,IMG/sp105
sp106,MAP 12-61-0,phan_bon,N: 12%; P2O5: 61%; dạng mono ammonium phosphate tan hoàn toàn,Gói 1kg,"Kích rễ, thúc phân hóa mầm hoa, tăng năng lượng cho cây","Rễ yếu, cây chậm bén rễ, cây tốt lá nhưng khó ra hoa",Thiếu lân dễ tiêu hoặc cây chưa chuyển pha sinh trưởng sang sinh sản,"Cây ăn trái, hoa kiểng, rau màu, dưa, ớt","Sau trồng, trước xử lý ra hoa, giai đoạn phục hồi rễ",Pha 20-40g/bình 16 lít phun hoặc 1kg/400-600 lít nước tưới gốc,Không pha với Canxi đậm đặc; thử tương thích trước khi phối thuốc,Khoảng 95.000 - 140.000 VNĐ,IMG/sp106
sp107,MKP 0-52-34,phan_bon,P2O5: 52%; K2O: 34%; dạng mono potassium phosphate tan hoàn toàn,Gói 1kg,"Hỗ trợ ra hoa, tăng đậu trái, bổ sung lân và kali nhanh","Ra hoa thưa, rụng hoa, trái non yếu, lá dày xanh nhưng ít bông",Cây thiếu lân-kali hoặc mất cân đối do dư đạm,"Xoài, nhãn, sầu riêng, thanh long, rau ăn trái, hoa","Trước ra hoa, khi hoa chuẩn bị nở và sau đậu trái",Pha 20-30g/bình 16 lít; tưới gốc 1kg/500 lít nước tùy cây,Không trộn chung với dung dịch Canxi; bảo quản kín tránh hút ẩm,Khoảng 120.000 - 170.000 VNĐ,IMG/sp107
sp108,CANXI NITRAT 15.5-0-0 + 26CaO,phan_bon,"N: 15,5%; CaO: 26%; dạng tan trong nước",Bao 25kg,"Bổ sung Canxi và đạm Nitrat, giúp cứng cây, dày vỏ, hạn chế thối đít trái","Trái cà chua thối đáy, rau cháy mép lá non, trái nứt và mềm vỏ","Thiếu Canxi do rễ yếu, đất khô ẩm thất thường hoặc cạnh tranh với Kali/Magie","Cà chua, ớt, dưa leo, rau ăn lá, cây ăn trái","Giai đoạn cây con, trước ra hoa, sau đậu trái và nuôi trái",Tưới nhỏ giọt 3-8kg/1000m2; phun lá 10-15g/bình 16 lít khi cần,Không pha chung với phân lân hoặc sulfate đậm đặc để tránh kết tủa,Khoảng 520.000 - 680.000 VNĐ/bao,IMG/sp108
sp109,MAGIE SULPHATE MgSO4,phan_bon,MgO: 16%; SO3: 32%; dạng tinh thể tan nước,Bao 25kg,"Bổ sung Magie và Lưu huỳnh, tăng diệp lục và khả năng quang hợp","Lá già vàng giữa gân, gân còn xanh, cây kém xanh bền","Thiếu Magie trên đất chua, đất cát hoặc bón Kali cao kéo dài","Cà phê, hồ tiêu, sầu riêng, cam quýt, rau màu","Giai đoạn phát triển lá, trước ra hoa, sau thu hoạch",Bón gốc 50-150kg/ha; phun 20-30g/bình 16 lít,Không phun nồng độ cao trên lá non; tưới đủ ẩm sau bón,Khoảng 270.000 - 380.000 VNĐ/bao,IMG/sp109
sp110,SILIC KALI 0-0-20,phan_bon,K2O: 20%; SiO2 hữu hiệu: 25%; phụ gia trung lượng,Gói 1kg,"Làm cứng thân lá, tăng chống đổ ngã, giảm áp lực sâu bệnh","Lúa yếu cây, dễ đổ; lá mỏng, cây dễ bị nấm và côn trùng chích hút","Thiếu Silic, bón thừa đạm hoặc cây phát triển trong điều kiện ẩm thấp","Lúa, mía, dưa, rau màu, hoa, cây ăn trái","Trước làm đòng, trước mùa mưa, giai đoạn cây cần cứng thân",Pha 30-50g/bình 16 lít; phun 2 lần cách 7-10 ngày,Không pha với sản phẩm acid mạnh; lắc/khuấy tan kỹ trước khi phun,Khoảng 75.000 - 110.000 VNĐ,IMG/sp110
sp111,PHÂN CÁ AMINO ĐẬM ĐẶC,phan_bon,Amino acid: 12%; hữu cơ: 25%; N hữu cơ: 5%; acid humic tự nhiên,Can 5 lít,"Phục hồi cây suy, kích rễ, tăng vi sinh đất và cải thiện độ phì","Cây vàng yếu, chậm hồi phục, rễ ít, đất bạc màu","Đất thiếu hữu cơ, cây mất sức sau thu hoạch hoặc sau thời tiết bất lợi","Cây ăn trái, rau hữu cơ, hoa kiểng, cà phê, tiêu","Sau thu hoạch, sau trồng, sau ngập úng hoặc khi cây suy",Pha 100-200ml/phuy 200 lít tưới gốc hoặc 20ml/bình 16 lít phun lá,Không pha với thuốc có tính oxy hóa mạnh; đóng nắp kín sau dùng,Khoảng 220.000 - 320.000 VNĐ,IMG/sp111
sp112,DỊCH CHUỐI HỮU CƠ KALI,phan_bon,Dịch chuối lên men; K2O hữu cơ: 6%; amino acid; enzyme tự nhiên,Chai 1 lít,"Bổ sung kali hữu cơ, giúp hoa bền, trái chắc, tăng vị ngọt","Hoa nhanh tàn, trái nhỏ, trái nhạt, cây thiếu sức nuôi trái",Thiếu kali và hữu cơ dễ tiêu trong giai đoạn ra hoa nuôi trái,"Hoa lan, hoa kiểng, rau ăn trái, cây ăn trái","Trước hoa, sau đậu trái và định kỳ trong giai đoạn nuôi trái",Pha 20-30ml/bình 16 lít phun hoặc 50ml/20 lít tưới gốc,Bảo quản nơi mát; tránh phơi nắng làm lên men quá mạnh,Khoảng 55.000 - 90.000 VNĐ,IMG/sp112
sp113,VI LƯỢNG SẮT CHELATE Fe-EDDHA,phan_bon,Fe-EDDHA: 6%; sắt chelate bền trong pH cao,Gói 100g,"Chống vàng lá gân xanh do thiếu sắt, đặc biệt trên đất kiềm","Lá non vàng sáng, gân còn xanh, đọt yếu và chậm lớn","Thiếu sắt hoặc sắt bị cố định trong đất pH cao, đất nhiều vôi","Cam quýt, nho, rau màu, hoa, cây cảnh, cây ăn trái",Khi thấy vàng lá non hoặc định kỳ trong đất pH cao,Tưới gốc 5-20g/gốc tùy tuổi cây; phun 1-2g/lít nước khi cần,Không pha chung với thuốc kiềm mạnh; tránh dùng quá liều gây mất cân đối vi lượng,Khoảng 80.000 - 130.000 VNĐ,IMG/sp113
sp114,BO ETHANOLAMINE 150,phan_bon,Boron dạng ethanolamine: 150g/lít; phụ gia thấm ướt,Chai 500ml,"Tăng sức sống hạt phấn, hạn chế rụng hoa và méo trái","Hoa rụng, trái non méo, nứt thân hoặc đọt non giòn dễ gãy",Thiếu Bo trong giai đoạn phân hóa mầm hoa và thụ phấn,"Cây ăn trái, cà phê, hồ tiêu, lạc, rau màu","Trước ra hoa 15-20 ngày, khi hoa nhú và sau đậu trái non",Pha 15-25ml/bình 16 lít; phun 1-2 lần cách nhau 7 ngày,Bo cần dùng đúng liều; quá liều có thể gây cháy mép lá,Khoảng 85.000 - 125.000 VNĐ,IMG/sp114
sp115,KẼM CHELATE Zn-EDTA,phan_bon,Zn-EDTA: 14%; dạng bột tan nhanh,Gói 250g,"Bổ sung kẽm, giúp lá non phát triển, tăng tổng hợp hormone sinh trưởng","Lá nhỏ, đọt chùn, lá non vàng, cây lùn và ra hoa kém","Thiếu kẽm trên đất pH cao, đất bón nhiều lân hoặc rễ kém hấp thu","Lúa, bắp, cam quýt, xoài, rau màu, cà phê","Giai đoạn cây con, ra đọt non, trước ra hoa",Pha 10-20g/bình 16 lít; phun 2 lần cách 7-10 ngày,Không phối nồng độ cao với phân lân; bảo quản kín tránh ẩm,Khoảng 50.000 - 85.000 VNĐ,IMG/sp115
sp116,MOLYPDEN BO ĐẬU TRÁI,phan_bon,"Mo: 0,5%; B: 5%; Zn: 3%; amino acid: 3%",Gói 100g,"Hỗ trợ cố định đạm, tăng ra hoa đậu trái, giảm rụng sinh lý","Hoa ít đậu, trái non vàng rụng, cây họ đậu kém nốt sần","Thiếu Molypden và Bo làm giảm thụ phấn, giảm chuyển hóa đạm","Đậu nành, đậu phộng, rau ăn trái, cây ăn trái, cà phê","Trước ra hoa, khi hoa nở rộ và sau đậu trái",Pha 10-15g/bình 16 lít; phun sáng sớm hoặc chiều mát,Không pha chung với thuốc có phản ứng kiềm mạnh; dùng đúng liều,Khoảng 35.000 - 60.000 VNĐ,IMG/sp116
sp117,PHÂN BÓN LÁ 15-30-15,phan_bon,N: 15%; P2O5: 30%; K2O: 15%; TE tổng hợp,Gói 500g,"Kích rễ, dưỡng cây con, hỗ trợ chuyển sang giai đoạn ra hoa","Cây con yếu, rễ ít, thân mảnh, ra hoa chậm",Thiếu lân trong giai đoạn đầu hoặc cây chưa đủ năng lượng phân hóa mầm hoa,"Rau màu, hoa, cây ăn trái, lúa, cây giống","Sau trồng, trước ra hoa, sau cắt tỉa nhẹ",Pha 20-30g/bình 16 lít; phun 2-3 lần cách 7 ngày,Không phun lúc trời nắng gắt; không dùng thay hoàn toàn phân gốc,Khoảng 55.000 - 80.000 VNĐ,IMG/sp117
sp118,PHÂN BÓN LÁ 20-20-20,phan_bon,"N: 20%; P2O5: 20%; K2O: 20%; Mg, TE",Gói 1kg,"Dinh dưỡng cân đối qua lá, giúp cây xanh khỏe và phát triển đồng đều","Lá nhạt màu, cây chậm lớn, ra chồi không đều",Thiếu NPK tổng hợp hoặc rễ hấp thu kém trong thời tiết bất lợi,"Rau màu, hoa kiểng, cây ăn trái, cây công nghiệp","Giai đoạn sinh trưởng thân lá, sau trồng, sau thu hoạch",Pha 20-40g/bình 16 lít; phun 7-10 ngày/lần,Không phun nồng độ cao trên lá non; tránh pha với thuốc kiềm mạnh,Khoảng 90.000 - 130.000 VNĐ,IMG/sp118
sp119,PHÂN BÓN LÁ 12-0-40 + CANXI,phan_bon,"N: 12%; K2O: 40%; CaO: 5%; Bo: 0,5%",Gói 500g,"Nuôi trái, tăng cứng vỏ, giảm nứt trái và tăng phẩm chất","Trái phát triển nhanh nhưng vỏ yếu, nứt, rụng cuống","Thiếu Kali, Canxi và Bo khi cây nuôi trái mạnh","Dưa hấu, dưa leo, cà chua, ớt, xoài, sầu riêng",Sau đậu trái đến giai đoạn trái vào cơm/lên màu,Pha 20-30g/bình 16 lít; phun định kỳ 7 ngày/lần,Không pha chung với phosphate/sulfate đậm đặc; phun chiều mát,Khoảng 65.000 - 95.000 VNĐ,IMG/sp119
sp120,FULVIC KALI 80,phan_bon,Fulvic acid: 50%; K2O: 12%; acid amin và vi lượng tự nhiên,Gói 500g,"Tăng hấp thu phân bón, giải độc nhẹ, phục hồi bộ rễ","Cây vàng yếu sau mưa, rễ nâu, hấp thu phân kém","Đất yếm khí, rửa trôi dinh dưỡng hoặc cây bị stress sinh lý","Lúa, rau màu, cây ăn trái, cà phê, hồ tiêu","Sau mưa dầm, sau ngộ độc phèn/mặn nhẹ, sau thu hoạch",Pha 50-100g/phuy 200 lít phun/tưới; tưới gốc 500g/400 lít nước,Có thể phối với nhiều phân bón nhưng nên thử trước trong chai nhỏ,Khoảng 95.000 - 140.000 VNĐ,IMG/sp120
sp121,BIOCHAR HỮU CƠ CẢI TẠO ĐẤT,phan_bon,Than sinh học biochar: 60%; hữu cơ: 20%; pH trung tính,Bao 20kg,"Tăng giữ ẩm, giữ phân, cải thiện độ tơi xốp và hệ vi sinh đất","Đất nhanh khô, chai cứng, rễ kém, bón phân nhưng cây ít đáp ứng","Đất nghèo mùn, canh tác lâu năm, khả năng giữ dinh dưỡng thấp","Rau màu, cây ăn trái, vườn ươm, hoa kiểng, cà phê","Bón lót, cải tạo đất trước trồng, sau thu hoạch",Trộn 200-500kg/ha; cây ăn trái 1-5kg/gốc kết hợp phân hữu cơ,Nên ủ hoặc phối với hữu cơ trước khi bón để tăng hiệu quả,Khoảng 90.000 - 150.000 VNĐ/bao,IMG/sp121
sp122,PHÂN GÀ VIÊN NÉN HỮU CƠ,phan_bon,"Hữu cơ: 65%; NPK hữu cơ: 4-3-3; Ca, Mg tự nhiên",Bao 25kg,"Cải tạo đất, cung cấp dinh dưỡng chậm, tăng độ mùn","Đất bạc màu, cây thiếu sức, năng suất giảm sau nhiều vụ",Thiếu hữu cơ và hệ vi sinh đất suy giảm do lạm dụng phân hóa học,"Rau hữu cơ, cây ăn trái, hoa, cà phê, hồ tiêu","Bón lót, sau thu hoạch, đầu mùa mưa",Bón 500-1500kg/ha; cây ăn trái 2-8kg/gốc tùy tuổi cây,"Bón cách gốc, lấp đất nhẹ; không để phân tiếp xúc trực tiếp rễ non",Khoảng 110.000 - 170.000 VNĐ/bao,IMG/sp122
sp123,ĐẠM CÁ THỦY PHÂN,phan_bon,Amino acid tự do: 18%; N hữu cơ: 6%; peptide cá thủy phân,Can 2 lít,"Phục hồi cây nhanh, dưỡng chồi, tăng sức chống chịu","Cây suy, lá mỏng, đọt yếu, phục hồi chậm sau thu hoạch",Thiếu dinh dưỡng hữu cơ dễ hấp thu hoặc cây bị stress sau nuôi trái,"Cây ăn trái, rau màu, hoa lan, cà phê, hồ tiêu","Sau thu hoạch, sau cắt tỉa, sau phun thuốc hoặc thời tiết bất lợi",Pha 20-30ml/bình 16 lít phun lá; tưới gốc 100ml/phuy 200 lít,Có mùi hữu cơ nhẹ; không pha với thuốc sát khuẩn mạnh,Khoảng 140.000 - 220.000 VNĐ,IMG/sp123
sp124,PHÂN BÓN LÁ RA HOA ĐẬU TRÁI,phan_bon,P2O5: 30%; K2O: 20%; B: 2%; Zn: 2%; amino acid,Chai 500ml,"Kích thích ra hoa đồng loạt, tăng sức sống hạt phấn và đậu trái","Ra hoa không đều, rụng nụ, đậu trái kém","Thiếu lân, kali, Bo, Kẽm hoặc cây bị suy trước giai đoạn ra hoa","Xoài, nhãn, sầu riêng, cà phê, hồ tiêu, rau ăn trái","Trước ra hoa 10-20 ngày, khi nụ hoa hình thành",Pha 20-30ml/bình 16 lít; phun 2 lần cách nhau 7 ngày,Không dùng khi cây đang thiếu nước nặng; không pha thuốc kiềm,Khoảng 75.000 - 115.000 VNĐ,IMG/sp124
sp125,DƯỠNG TRÁI CANXI KALI BO,phan_bon,CaO: 12%; K2O: 10%; B: 1%; MgO: 1%; phụ gia bám dính,Chai 1 lít,"Dưỡng trái chắc, hạn chế nứt trái, rụng cuống và thối đáy","Trái non rụng, cuống yếu, vỏ mỏng, nứt trái sau mưa",Thiếu Canxi-Bo-Kali trong giai đoạn trái lớn nhanh,"Sầu riêng, cam quýt, xoài, dưa, cà chua, ớt",Sau đậu trái đến trước thu hoạch,Pha 25-40ml/bình 16 lít; phun 7-10 ngày/lần,Không pha với phân lân đậm đặc; lắc đều trước khi dùng,Khoảng 110.000 - 160.000 VNĐ,IMG/sp125
sp126,AMINO RONG BIỂN CHỐNG SỐC,phan_bon,Amino acid: 15%; rong biển Ascophyllum: 10%; K2O: 4%; betaine,Chai 1 lít,"Giảm sốc nhiệt, hạn, mặn; giúp cây phục hồi sau phun thuốc","Lá đứng, đọt ngừng phát triển, cây héo nhẹ sau nắng nóng","Stress sinh lý do thời tiết cực đoan, rễ hút nước kém hoặc ngộ độc nhẹ","Rau màu, lúa, cây ăn trái, hoa, cây công nghiệp","Trước và sau thời tiết bất lợi, sau phun thuốc, sau cấy trồng",Pha 20-30ml/bình 16 lít; phun sáng sớm hoặc chiều mát,Không pha với thuốc có tính oxy hóa/kiềm mạnh; bảo quản mát,Khoảng 120.000 - 180.000 VNĐ,IMG/sp126
sp127,BEAUVERIA BASSIANA WP,thuoc_tru_sau,Bào tử Beauveria bassiana ≥ 10^9 CFU/g; phụ gia sinh học,Gói 500g,"Nấm xanh sinh học trừ rầy, rệp, bọ phấn, sâu non an toàn hơn cho hệ sinh thái","Rầy rệp bám mặt dưới lá, lá xoăn, mật ngọt và bồ hóng",Côn trùng chích hút hoặc sâu non phát sinh trong điều kiện ẩm,"Rau màu, hoa, lúa, cây ăn trái, cà phê","Khi sâu rầy mới xuất hiện, ẩm độ cao, trời mát","Pha 100-200g/bình 16 lít; phun chiều mát, lặp lại sau 5-7 ngày",Không pha với thuốc trừ nấm hóa học; tránh phun lúc nắng gắt,Khoảng 75.000 - 120.000 VNĐ,IMG/sp127
sp128,METARHIZIUM ANISOPLIAE,thuoc_tru_sau,Bào tử Metarhizium anisopliae ≥ 10^9 CFU/g; chất mang hữu cơ,Gói 1kg,"Trừ côn trùng đất, bọ cánh cứng, rầy, châu chấu bằng tác nhân sinh học","Rễ bị cắn, cây con héo, côn trùng đất xuất hiện nhiều","Sùng đất, mối, bọ cánh cứng hoặc rầy phát sinh trong đất ẩm","Rau màu, cây ăn trái, mía, bắp, vườn ươm",Xử lý đất trước trồng hoặc khi phát hiện côn trùng đất,Trộn 1kg với phân hữu cơ hoặc pha 1kg/400 lít nước tưới gốc,Không dùng chung với thuốc nấm mạnh; giữ ẩm đất để nấm phát triển,Khoảng 95.000 - 150.000 VNĐ,IMG/sp128
sp129,BACILLUS THURINGIENSIS 32WP,thuoc_tru_sau,Bacillus thuringiensis var. kurstaki: 32.000 IU/mg,Gói 100g,"Trừ sâu tơ, sâu xanh, sâu khoang tuổi nhỏ theo hướng sinh học","Lá bị ăn khuyết, sâu non nhỏ tập trung mặt dưới lá","Sâu non bộ cánh vảy ăn lá, phát triển mạnh trên rau cải và rau màu","Rau cải, bắp cải, đậu, cà chua, ớt, hoa","Phun khi sâu tuổi 1-2, mật số mới xuất hiện","Pha 20-30g/bình 16 lít; phun chiều mát, lặp lại sau mưa",Ít ảnh hưởng thiên địch nhưng cần phun đúng sâu non; không pha thuốc sát khuẩn mạnh,Khoảng 45.000 - 75.000 VNĐ,IMG/sp129
sp130,SPINOSAD 25SC,thuoc_tru_sau,Spinosad: 25g/lít; phụ gia sinh học lên men,Chai 100ml,"Trừ sâu tơ, bọ trĩ, sâu xanh, ruồi đục lá","Lá bị bạc, xoăn đọt, vết đục ngoằn ngoèo, hoa bị cháy mép","Bọ trĩ, sâu non và ruồi đục lá gây hại trên mô non","Rau màu, hoa, ớt, dưa, cây ăn trái",Khi phát hiện sâu non hoặc bọ trĩ mật số thấp đến trung bình,"Pha 8-12ml/bình 16 lít; phun kỹ búp non, hoa và mặt dưới lá",Hạn chế phun lúc ong hoạt động; luân phiên hoạt chất để tránh kháng,Khoảng 95.000 - 140.000 VNĐ,IMG/sp130
sp131,INDOXACARB 150SC,thuoc_tru_sau,Indoxacarb: 150g/lít,Chai 100ml,"Đặc trị sâu ăn lá, sâu khoang, sâu xanh da láng, sâu đục trái","Lá bị cắn mạnh, sâu lớn khó trị, trái có lỗ đục và phân sâu","Sâu non miệng nhai gây hại mạnh, một số quần thể đã kháng thuốc cũ","Rau màu, bắp, đậu, ớt, cà chua, cây ăn trái","Phun khi sâu tuổi nhỏ đến trung bình, trước khi đục sâu vào trái",Pha 10-15ml/bình 16 lít; phun ướt đều tán lá,Không dùng liên tục nhiều lần; tuân thủ cách ly trước thu hoạch,Khoảng 90.000 - 135.000 VNĐ,IMG/sp131
sp132,LUFENURON 50EC,thuoc_tru_sau,Lufenuron: 50g/lít,Chai 100ml,"Ức chế lột xác, trừ sâu non, sâu tơ, sâu khoang, sâu xanh","Sâu non ăn lá kéo dài, lá thủng lỗ, mật số sâu tăng sau vài ngày",Trứng và sâu non phát triển liên tục trên rau màu trong thời tiết thuận lợi,"Rau cải, bắp cải, dưa, ớt, cây ăn trái",Phun sớm khi có trứng hoặc sâu non tuổi nhỏ,Pha 12-20ml/bình 16 lít; có thể phối dầu khoáng nhẹ nếu nhãn cho phép,Tác động chậm hơn thuốc tiếp xúc; cần phun sớm và luân phiên nhóm thuốc,Khoảng 70.000 - 105.000 VNĐ,IMG/sp132
sp133,CHLORFENAPYR 240SC,thuoc_tru_sau,Chlorfenapyr: 240g/lít,Chai 100ml,"Trừ sâu tơ, sâu khoang, nhện đỏ, bọ trĩ bằng cơ chế vị độc-tiếp xúc","Lá bị bạc, chấm vàng, sâu ăn lá dai dẳng, nhện mặt dưới lá",Sâu và nhện kháng thuốc cũ hoặc mật số tăng trong điều kiện khô nóng,"Rau màu, hoa, ớt, dưa, cây ăn trái","Khi sâu nhện mới tăng mật số, ưu tiên phun chiều mát",Pha 8-12ml/bình 16 lít; phun kỹ mặt dưới lá,Không phun quá liều trên cây non; mang bảo hộ đầy đủ,Khoảng 95.000 - 145.000 VNĐ,IMG/sp133
sp134,SPIROMESIFEN 240SC,thuoc_tru_sau,Spiromesifen: 240g/lít,Chai 100ml,"Đặc trị nhện đỏ, bọ phấn, trứng và ấu trùng côn trùng chích hút","Lá có chấm vàng li ti, mạng nhện mỏng, đọt non bạc màu",Nhện đỏ và bọ phấn phát sinh mạnh khi thời tiết khô nóng,"Ớt, dưa, cà chua, hoa, cam quýt, cây ăn trái",Khi thấy nhện/bọ phấn mới xuất hiện hoặc trứng nhiều,Pha 8-15ml/bình 16 lít; phun kỹ mặt dưới lá và đọt non,Luân phiên với nhóm khác; tránh phun lúc cây thiếu nước,Khoảng 120.000 - 180.000 VNĐ,IMG/sp134
sp135,ACETAMIPRID 20SP,thuoc_tru_sau,Acetamiprid: 20% w/w,Gói 100g,"Trừ rệp mềm, bọ phấn, rầy xanh, rầy mềm và côn trùng chích hút","Lá xoăn, đọt chùn, có mật ngọt và nấm bồ hóng",Côn trùng chích hút làm cây mất nhựa và có thể truyền virus,"Rau màu, chè, cây ăn trái, hoa, bông","Khi mật số rệp/bọ phấn mới xuất hiện, nhất là giai đoạn ra đọt",Pha 5-10g/bình 16 lít; phun kỹ nơi rệp trú,Không phun gần khu vực nuôi ong; tuân thủ thời gian cách ly,Khoảng 45.000 - 70.000 VNĐ,IMG/sp135
sp136,THIAMETHOXAM 25WG,thuoc_tru_sau,Thiamethoxam: 25% w/w,Gói 100g,"Trừ rầy nâu, rệp, bọ trĩ, bọ phấn; tác động lưu dẫn","Cây vàng lùn, lá xoăn, rầy bám gốc lúa hoặc mặt dưới lá",Côn trùng chích hút phát sinh do thời tiết nóng ẩm và ruộng/vườn rậm,"Lúa, rau màu, cây ăn trái, hoa kiểng","Giai đoạn cây con, sau sạ, khi rầy rệp mới xuất hiện",Pha 5-8g/bình 16 lít; lúa dùng lượng nước đủ phủ gốc,Luân phiên hoạt chất; hạn chế dùng khi cây đang ra hoa thu hút ong,Khoảng 55.000 - 90.000 VNĐ,IMG/sp136
